Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Region,Category,Sub-Category
CA-676035,2025-01-13,2025-05-01,Second Class,CUST-1548,Amy Peters,Corporate,Central,Furniture,Chairs
CA-812904,2023-08-30,2025-04-15,Standard Class,CUST-4221,Amber Patrick,Consumer,Central,Furniture,Furnishings
CA-320625,2024-10-07,2025-04-09,Second Class,CUST-3838,Laura Ochoa,Consumer,South,Technology,Phones
CA-688786,2025-02-10,2025-04-14,Standard Class,CUST-7234,Francisco Carter MD,Home Office,Central,Technology,Copiers
CA-677274,2023-08-26,2025-04-11,Same Day,CUST-3833,Lindsay Alvarez,Consumer,West,Office Supplies,Binders
CA-873720,2023-04-22,2025-05-01,Second Class,CUST-4241,Tammy Hester,Home Office,South,Furniture,Bookcases
CA-926302,2025-02-10,2025-05-05,Second Class,CUST-4120,Clinton Rangel,Consumer,West,Furniture,Bookcases
CA-807621,2025-02-22,2025-04-13,Same Day,CUST-6802,Joanna Kelly,Consumer,Central,Furniture,Chairs
CA-474233,2024-11-06,2025-04-28,First Class,CUST-9584,Kathryn Robinson,Corporate,West,Technology,Copiers
CA-573992,2024-11-22,2025-04-21,First Class,CUST-3249,Brenda Dawson,Home Office,East,Office Supplies,Art
CA-901131,2024-02-16,2025-04-12,Second Class,CUST-1573,Carrie Sanchez,Consumer,Central,Technology,Computers
CA-418670,2023-07-22,2025-04-12,Standard Class,CUST-1052,Randy Miller,Home Office,Central,Technology,Accessories
CA-164820,2024-05-12,2025-04-25,First Class,CUST-2486,Shelia Carroll,Consumer,South,Furniture,Furnishings
CA-464202,2023-08-19,2025-04-25,Same Day,CUST-8604,Daniel Allen,Home Office,Central,Office Supplies,Labels
CA-576346,2025-03-27,2025-05-05,First Class,CUST-4292,William Adams,Corporate,South,Furniture,Furnishings
CA-761516,2024-04-23,2025-05-03,Second Class,CUST-6403,Matthew Peterson,Corporate,East,Office Supplies,Labels
CA-116187,2024-09-01,2025-04-14,Second Class,CUST-9081,Natalie Thompson,Home Office,Central,Furniture,Furnishings
CA-349149,2023-07-24,2025-05-08,Same Day,CUST-2714,John Bailey,Corporate,East,Furniture,Chairs
CA-817566,2025-03-29,2025-04-29,Second Class,CUST-4661,Kevin Martinez,Consumer,East,Technology,Phones
CA-823694,2023-11-30,2025-04-10,First Class,CUST-3800,Ryan Richmond,Corporate,Central,Furniture,Tables
CA-116126,2023-05-27,2025-04-24,Standard Class,CUST-6638,Margaret Smith,Home Office,West,Office Supplies,Paper
CA-135543,2024-12-12,2025-04-15,Standard Class,CUST-6407,Caroline Thompson,Corporate,Central,Office Supplies,Art
CA-676059,2023-08-25,2025-04-14,First Class,CUST-4370,Cody Miller,Corporate,East,Office Supplies,Paper
CA-989733,2024-07-09,2025-04-11,Same Day,CUST-4459,William Wheeler,Home Office,South,Technology,Copiers
CA-198378,2023-06-23,2025-05-02,Standard Class,CUST-5703,Shane Gonzales,Home Office,Central,Technology,Copiers
CA-754528,2025-03-11,2025-05-01,First Class,CUST-5731,Brandon Tyler,Consumer,West,Office Supplies,Art
CA-403280,2024-04-30,2025-05-06,Second Class,CUST-8509,Brittany Wells,Corporate,Central,Office Supplies,Labels
CA-427617,2024-09-25,2025-05-08,Same Day,CUST-5352,Charles Park,Home Office,East,Technology,Phones
CA-331430,2023-10-07,2025-04-25,First Class,CUST-4928,Antonio Kelley,Consumer,South,Technology,Copiers
CA-576800,2024-05-30,2025-04-12,First Class,CUST-6325,Kara Alexander,Corporate,East,Technology,Computers
CA-514021,2025-01-25,2025-04-20,Same Day,CUST-5261,Gina Hale,Corporate,South,Technology,Computers
CA-298790,2023-09-17,2025-04-20,Second Class,CUST-7177,Laura Rodriguez,Consumer,South,Office Supplies,Labels
CA-452699,2024-06-05,2025-04-17,First Class,CUST-9717,Tina Dominguez,Corporate,Central,Office Supplies,Storage
CA-742481,2023-10-21,2025-04-21,Second Class,CUST-4674,Rebecca Simmons,Corporate,East,Technology,Accessories
CA-283097,2025-03-29,2025-04-16,Same Day,CUST-4348,Matthew Gentry,Consumer,Central,Office Supplies,Art
CA-525480,2024-11-14,2025-04-25,Same Day,CUST-1857,Troy Conner,Home Office,East,Office Supplies,Storage
CA-731435,2024-12-05,2025-05-02,First Class,CUST-9504,Elizabeth Curtis,Home Office,South,Furniture,Furnishings
CA-186949,2024-03-18,2025-04-13,First Class,CUST-3219,Barbara Holt,Home Office,East,Office Supplies,Storage
CA-605738,2023-07-07,2025-04-23,Same Day,CUST-4596,Angela Davis,Consumer,East,Furniture,Tables
CA-330289,2024-05-13,2025-04-29,First Class,CUST-1737,Casey Medina,Consumer,West,Furniture,Furnishings
CA-243812,2025-01-08,2025-04-29,Same Day,CUST-1672,Michael Pearson,Consumer,South,Furniture,Furnishings
CA-130527,2023-10-25,2025-04-30,First Class,CUST-1059,Jon Simpson,Corporate,Central,Office Supplies,Binders
CA-653430,2024-07-24,2025-04-11,Standard Class,CUST-1965,Laura Gomez,Consumer,Central,Technology,Copiers
CA-242505,2024-08-22,2025-05-07,Standard Class,CUST-4533,Jonathan Alvarez,Consumer,East,Office Supplies,Labels
CA-886349,2025-01-17,2025-05-01,Second Class,CUST-2150,Jennifer Newman,Home Office,West,Technology,Computers
CA-327622,2025-02-20,2025-04-15,Second Class,CUST-5577,Kristin Wolfe,Home Office,Central,Furniture,Chairs
CA-537662,2024-08-23,2025-04-20,Second Class,CUST-5977,Louis Nelson,Consumer,Central,Technology,Phones
CA-587795,2024-09-14,2025-04-25,Second Class,CUST-6089,Katrina Montoya MD,Home Office,Central,Technology,Accessories
CA-613469,2024-05-24,2025-04-15,Standard Class,CUST-6966,Kim Garcia,Home Office,East,Technology,Copiers
CA-381242,2024-10-07,2025-04-29,Same Day,CUST-8102,Alyssa Rodriguez,Home Office,East,Technology,Accessories
CA-245336,2023-10-26,2025-04-15,Same Day,CUST-5144,Lauren Cook,Home Office,East,Technology,Copiers
CA-862407,2023-07-24,2025-04-12,First Class,CUST-3227,Michael Smith,Corporate,Central,Office Supplies,Labels
CA-481948,2025-01-10,2025-04-15,Standard Class,CUST-4252,Marcus Barber,Home Office,East,Office Supplies,Labels
CA-286801,2024-06-21,2025-04-21,Same Day,CUST-9290,Rhonda Anderson,Corporate,Central,Office Supplies,Art
CA-873491,2024-03-28,2025-05-02,Same Day,CUST-6266,Douglas Mcknight,Corporate,West,Office Supplies,Paper
CA-230076,2023-04-21,2025-04-13,First Class,CUST-7956,Christine Mccoy,Corporate,West,Technology,Computers
CA-548464,2024-07-21,2025-05-05,Same Day,CUST-6234,Christopher Ellis,Home Office,Central,Technology,Accessories
CA-897901,2024-02-15,2025-04-15,Standard Class,CUST-1611,Matthew Webb,Consumer,South,Office Supplies,Art
CA-549899,2024-11-15,2025-05-01,Same Day,CUST-3083,Steven Torres,Corporate,East,Technology,Accessories
CA-154727,2024-06-27,2025-04-28,Same Day,CUST-5095,Julia Gonzalez,Home Office,West,Furniture,Furnishings
CA-445014,2023-12-04,2025-04-17,Second Class,CUST-4756,Kyle Haney,Corporate,West,Furniture,Chairs
CA-795558,2023-11-10,2025-04-28,Second Class,CUST-1345,Jody Mcintosh,Corporate,West,Technology,Phones
CA-152434,2023-06-02,2025-05-05,Same Day,CUST-5542,Clarence Byrd,Home Office,West,Office Supplies,Storage
CA-824064,2023-04-13,2025-05-08,First Class,CUST-8267,Krystal Maxwell,Consumer,Central,Office Supplies,Art
CA-237674,2024-01-04,2025-04-17,Same Day,CUST-4323,Larry Shelton,Home Office,South,Office Supplies,Paper
CA-990388,2024-07-27,2025-04-27,Standard Class,CUST-4142,Elizabeth Branch,Corporate,East,Technology,Accessories
CA-414420,2023-06-19,2025-05-04,Second Class,CUST-4120,Jennifer Jackson,Corporate,Central,Technology,Accessories
CA-857464,2023-05-18,2025-04-20,First Class,CUST-2159,Jill Morgan,Corporate,Central,Furniture,Bookcases
CA-297995,2023-04-12,2025-05-04,First Class,CUST-9342,Nathan Joseph,Consumer,West,Technology,Machines
CA-819038,2024-11-24,2025-04-18,Same Day,CUST-1647,Michael Matthews,Corporate,South,Office Supplies,Art
CA-121426,2023-04-22,2025-05-01,Same Day,CUST-7288,Mike Norris,Consumer,West,Office Supplies,Paper
CA-291961,2023-12-21,2025-04-29,Same Day,CUST-9489,James Rivers,Consumer,Central,Technology,Accessories
CA-823314,2025-02-15,2025-04-28,Second Class,CUST-3020,Connie Zimmerman,Home Office,South,Furniture,Chairs
CA-913855,2024-11-25,2025-04-24,Same Day,CUST-6034,Gary Bennett,Consumer,East,Furniture,Furnishings
CA-155889,2025-01-17,2025-04-14,First Class,CUST-3114,Jane Wright,Home Office,East,Technology,Machines
CA-306763,2024-11-23,2025-04-09,Second Class,CUST-1191,Kevin Ryan,Consumer,Central,Furniture,Furnishings
CA-791406,2023-04-20,2025-05-07,First Class,CUST-1252,Glenn Smith,Corporate,Central,Office Supplies,Storage
CA-684171,2023-05-03,2025-04-25,First Class,CUST-3619,Lori Kelly,Corporate,West,Technology,Machines
CA-714522,2024-01-03,2025-04-22,First Class,CUST-6237,Daniel Jacobs,Corporate,South,Furniture,Furnishings
CA-379138,2024-11-21,2025-05-07,Same Day,CUST-5569,Phillip Lozano,Home Office,West,Technology,Phones
CA-155622,2024-12-15,2025-05-08,Same Day,CUST-3115,Thomas Case,Corporate,South,Technology,Accessories
CA-220409,2024-09-03,2025-04-15,Same Day,CUST-6101,Kimberly Williams,Home Office,West,Office Supplies,Binders
CA-790242,2024-01-11,2025-05-02,Second Class,CUST-2009,Erica Luna,Consumer,Central,Furniture,Chairs
CA-137710,2024-01-07,2025-04-28,Same Day,CUST-2830,Angela Pittman,Consumer,South,Office Supplies,Art
CA-123781,2023-06-09,2025-04-19,Second Class,CUST-8021,Brian Petersen,Home Office,South,Technology,Accessories
CA-563069,2025-04-08,2025-05-01,Standard Class,CUST-3192,Ellen Carter,Home Office,East,Technology,Accessories
CA-216136,2024-03-24,2025-04-11,Same Day,CUST-5445,Holly Lewis,Corporate,South,Furniture,Bookcases
CA-635247,2024-08-25,2025-04-12,Second Class,CUST-8705,Jane Maynard,Corporate,Central,Technology,Accessories
CA-482936,2025-01-18,2025-04-15,Standard Class,CUST-7233,Denise Gibbs,Home Office,West,Technology,Phones
CA-345661,2024-02-11,2025-04-21,Same Day,CUST-1304,Kevin Gill,Corporate,East,Office Supplies,Paper
CA-569861,2024-08-07,2025-04-29,Same Day,CUST-7470,Morgan Ferguson,Consumer,West,Technology,Copiers
CA-486623,2024-04-02,2025-04-27,Same Day,CUST-3504,Jacqueline Green,Corporate,South,Furniture,Furnishings
CA-719615,2023-10-05,2025-04-18,Second Class,CUST-5030,Mr. Scott Maddox,Consumer,South,Technology,Computers
CA-569335,2024-03-08,2025-04-10,Standard Class,CUST-6753,Kelsey Moore,Corporate,Central,Technology,Phones
CA-469030,2023-06-29,2025-04-26,First Class,CUST-1724,Heather Martin,Corporate,Central,Office Supplies,Binders
CA-155159,2024-10-01,2025-04-13,First Class,CUST-9685,Mary Carrillo,Consumer,West,Technology,Accessories
CA-194713,2024-05-11,2025-04-12,Second Class,CUST-4983,Linda Wright,Home Office,West,Technology,Accessories
CA-820325,2024-03-29,2025-04-27,Second Class,CUST-2455,Natasha Golden,Home Office,Central,Furniture,Chairs
CA-610596,2025-02-02,2025-04-15,First Class,CUST-5352,Crystal Marquez,Home Office,South,Office Supplies,Binders
CA-149430,2024-06-16,2025-05-08,Standard Class,CUST-3737,Shane Arnold,Corporate,South,Technology,Accessories
CA-171458,2023-06-15,2025-04-28,Same Day,CUST-8425,Christopher Parker,Home Office,East,Office Supplies,Binders
CA-292040,2023-06-04,2025-04-21,First Class,CUST-5337,Robert Miller,Home Office,South,Technology,Phones
CA-896234,2024-10-22,2025-04-10,Standard Class,CUST-3762,David Woods,Corporate,Central,Technology,Copiers
CA-362594,2024-05-29,2025-05-03,Same Day,CUST-6332,James Wall,Corporate,Central,Furniture,Tables
CA-963605,2024-07-09,2025-04-19,Standard Class,CUST-9292,Frank Williams,Consumer,South,Technology,Accessories
CA-203412,2023-08-12,2025-05-05,First Class,CUST-2500,Laura Jones,Corporate,Central,Furniture,Furnishings
CA-153274,2024-10-03,2025-04-19,Second Class,CUST-8964,Jessica Salazar,Home Office,East,Technology,Phones
CA-644099,2023-11-13,2025-04-27,Standard Class,CUST-1655,Seth Davis,Home Office,West,Technology,Machines
CA-249934,2025-03-28,2025-05-02,Standard Class,CUST-8117,Joseph Dean,Consumer,West,Furniture,Bookcases
CA-365418,2024-05-04,2025-05-08,Standard Class,CUST-6663,Erica Pacheco,Corporate,South,Technology,Phones
CA-485822,2024-09-14,2025-04-30,Standard Class,CUST-5127,Brooke Martinez,Home Office,South,Furniture,Furnishings
CA-365077,2025-01-31,2025-05-07,Same Day,CUST-1134,Rebecca Velasquez,Home Office,South,Technology,Machines
CA-836464,2024-01-16,2025-04-11,Second Class,CUST-5896,Adrian Thornton,Home Office,South,Furniture,Bookcases
CA-699074,2023-10-28,2025-04-20,Standard Class,CUST-7330,Diane Kirby,Corporate,East,Technology,Computers
CA-977097,2024-10-10,2025-05-04,Second Class,CUST-9200,Susan Wilson,Corporate,West,Office Supplies,Art
CA-710259,2024-07-05,2025-04-30,Same Day,CUST-1718,Anita Wilson,Corporate,South,Furniture,Tables
CA-280970,2024-08-18,2025-04-29,Standard Class,CUST-6334,Rick Cervantes,Corporate,East,Furniture,Bookcases
CA-507308,2024-06-20,2025-04-17,Standard Class,CUST-9349,Lori Davis,Corporate,West,Furniture,Chairs
CA-969075,2024-04-18,2025-05-08,First Class,CUST-4907,Anna Duke,Consumer,East,Technology,Computers
CA-569637,2023-08-11,2025-04-20,Second Class,CUST-6243,Daniel King,Home Office,Central,Furniture,Tables
CA-300877,2024-04-08,2025-04-10,Same Day,CUST-7730,Andrea Brock,Corporate,South,Technology,Computers
CA-884973,2023-07-19,2025-04-21,Standard Class,CUST-9480,Crystal Moreno,Consumer,East,Office Supplies,Paper
CA-577316,2023-11-30,2025-04-24,Standard Class,CUST-2894,Allison Patel,Consumer,West,Technology,Phones
CA-429221,2025-01-10,2025-05-02,Standard Class,CUST-8870,Daniel Holland,Home Office,West,Office Supplies,Art
CA-387918,2024-06-27,2025-05-04,Standard Class,CUST-6011,Jennifer Ramos,Corporate,Central,Technology,Phones
CA-602457,2024-09-01,2025-04-16,Same Day,CUST-8353,Stephanie Smith,Corporate,East,Furniture,Tables
CA-238400,2024-08-05,2025-04-21,First Class,CUST-8721,Eric Parrish,Home Office,Central,Furniture,Furnishings
CA-142479,2025-03-05,2025-05-04,Standard Class,CUST-3931,Joan Brown,Home Office,Central,Office Supplies,Paper
CA-611535,2024-06-24,2025-04-13,Standard Class,CUST-5359,Jennifer Sanchez,Home Office,South,Office Supplies,Storage
CA-392341,2024-10-07,2025-04-25,Same Day,CUST-5225,Johnny Gordon,Home Office,West,Office Supplies,Art
CA-745237,2023-07-30,2025-05-05,Same Day,CUST-2805,Michael Lucas,Consumer,Central,Office Supplies,Art
CA-904806,2024-01-15,2025-04-16,First Class,CUST-8562,Robert David,Corporate,West,Office Supplies,Art
CA-101064,2024-09-09,2025-04-25,Standard Class,CUST-4410,Rebecca Peters,Consumer,East,Office Supplies,Storage
CA-253274,2025-03-22,2025-05-01,Same Day,CUST-5882,Darrell Rios,Consumer,West,Office Supplies,Labels
CA-795045,2023-09-11,2025-04-16,First Class,CUST-2972,Erin White,Home Office,Central,Furniture,Tables
CA-908520,2023-05-02,2025-04-11,First Class,CUST-1421,Michael Kennedy,Home Office,West,Office Supplies,Storage
CA-987140,2024-08-02,2025-04-30,First Class,CUST-3962,Kevin Morgan,Corporate,South,Office Supplies,Art
CA-463619,2024-12-18,2025-04-26,Second Class,CUST-2274,Crystal David,Home Office,East,Technology,Machines
CA-674249,2024-07-20,2025-04-15,First Class,CUST-5305,Katie Solomon,Consumer,East,Technology,Accessories
CA-330240,2024-12-21,2025-04-13,Second Class,CUST-1866,Heather Mccall,Home Office,Central,Technology,Accessories
CA-372731,2025-01-18,2025-04-23,Second Class,CUST-9096,Jonathan Velez,Consumer,South,Furniture,Bookcases
CA-950168,2023-10-04,2025-04-21,Same Day,CUST-5598,Michael Elliott,Consumer,Central,Office Supplies,Paper
CA-847144,2023-12-06,2025-05-06,Second Class,CUST-4258,David Schwartz,Home Office,South,Office Supplies,Labels
CA-847621,2024-01-10,2025-05-02,Second Class,CUST-4064,Deborah Rios,Home Office,East,Office Supplies,Labels
CA-673930,2023-07-16,2025-04-17,First Class,CUST-7687,Paige Murphy,Corporate,West,Furniture,Furnishings
CA-584459,2023-09-11,2025-04-13,First Class,CUST-4073,Samantha Chen,Consumer,West,Technology,Machines
CA-825398,2023-07-22,2025-04-13,Standard Class,CUST-7331,Lauren Snyder,Home Office,Central,Office Supplies,Art
CA-692540,2024-05-21,2025-05-08,First Class,CUST-6512,Caitlin Cook DDS,Corporate,West,Furniture,Chairs
CA-801895,2024-06-11,2025-05-02,First Class,CUST-7193,Jessica Anderson,Consumer,South,Technology,Computers
CA-534508,2024-05-21,2025-04-30,Standard Class,CUST-8319,Kenneth Harvey,Corporate,West,Office Supplies,Storage
CA-802532,2024-04-01,2025-05-04,Standard Class,CUST-6945,Michael Davis,Corporate,East,Furniture,Bookcases
CA-225137,2024-09-21,2025-04-11,Same Day,CUST-9407,Todd Campos,Consumer,Central,Technology,Phones
CA-899917,2024-08-06,2025-04-30,Same Day,CUST-9244,Kimberly Norman,Home Office,South,Technology,Machines
CA-519903,2023-07-24,2025-04-23,Same Day,CUST-2070,Kayla Johnson,Consumer,East,Furniture,Furnishings
CA-626985,2023-05-29,2025-04-27,Second Class,CUST-3911,Linda Turner,Consumer,Central,Technology,Phones
CA-769131,2023-06-30,2025-04-19,Standard Class,CUST-7844,Dr. Deanna Thornton,Consumer,South,Technology,Computers
CA-311800,2023-05-04,2025-04-22,Same Day,CUST-7596,Wendy Cline,Consumer,East,Office Supplies,Storage
CA-246297,2024-02-04,2025-04-17,First Class,CUST-2225,Lauren Woods,Home Office,East,Technology,Machines
CA-476949,2024-06-16,2025-04-29,Standard Class,CUST-2295,Jesse Wallace,Consumer,West,Furniture,Tables
CA-696210,2025-04-02,2025-04-27,Same Day,CUST-7697,Michele Thornton,Corporate,South,Furniture,Bookcases
CA-356541,2023-11-23,2025-04-21,First Class,CUST-5876,Donald Phelps,Corporate,East,Technology,Computers
CA-422001,2024-09-06,2025-04-18,Second Class,CUST-1176,Michael Padilla,Corporate,East,Furniture,Tables
CA-620660,2023-11-10,2025-04-22,Same Day,CUST-7000,Travis Howard,Corporate,South,Technology,Accessories
CA-710153,2024-09-20,2025-04-10,First Class,CUST-8206,Susan Jackson,Home Office,South,Technology,Computers
CA-930419,2024-09-28,2025-04-25,Standard Class,CUST-8264,George Williams,Consumer,Central,Furniture,Furnishings
CA-154963,2024-11-21,2025-04-26,First Class,CUST-3523,Bruce Brooks,Consumer,South,Technology,Computers
CA-491883,2023-10-04,2025-05-01,First Class,CUST-1799,Kevin Johnson,Corporate,Central,Office Supplies,Binders
CA-366173,2024-07-20,2025-05-05,Second Class,CUST-4018,Joseph Norris,Corporate,Central,Office Supplies,Paper
CA-433562,2023-10-15,2025-04-23,Standard Class,CUST-3938,Joseph Michael,Corporate,East,Office Supplies,Storage
CA-560869,2023-08-11,2025-04-25,Standard Class,CUST-7242,Shelley Johnson,Consumer,West,Technology,Copiers
CA-539137,2024-11-09,2025-04-14,First Class,CUST-8057,Amber Bowen,Home Office,West,Furniture,Furnishings
CA-431976,2024-11-11,2025-04-29,Standard Class,CUST-1414,John Martin,Consumer,South,Furniture,Chairs
CA-709906,2024-01-19,2025-04-19,Second Class,CUST-1133,Christopher Carlson,Corporate,South,Furniture,Chairs
CA-530881,2024-05-28,2025-04-10,Same Day,CUST-1575,Maurice Baldwin,Corporate,Central,Office Supplies,Paper
CA-688784,2023-09-30,2025-05-01,First Class,CUST-3955,George Wang,Corporate,East,Technology,Accessories
CA-739096,2024-05-01,2025-04-15,First Class,CUST-2747,Ruben Johnson,Corporate,East,Furniture,Tables
CA-270652,2023-12-15,2025-04-21,Second Class,CUST-8655,Amy Rowland,Consumer,Central,Office Supplies,Storage
CA-430622,2024-11-08,2025-04-11,Standard Class,CUST-9855,Laura Murillo,Home Office,West,Furniture,Tables
CA-295403,2024-11-08,2025-04-23,Standard Class,CUST-3535,Kim Thompson,Corporate,West,Furniture,Tables
CA-846680,2023-12-17,2025-04-30,First Class,CUST-4889,Jordan Ruiz,Corporate,Central,Office Supplies,Binders
CA-469486,2023-04-29,2025-05-07,Standard Class,CUST-6668,Scott Shelton DDS,Consumer,South,Technology,Copiers
CA-948429,2025-03-29,2025-04-20,Second Class,CUST-1146,Paul Johnson,Home Office,East,Technology,Machines
CA-144569,2024-04-11,2025-04-10,Same Day,CUST-9568,Ashley Moore,Home Office,West,Furniture,Furnishings
CA-668808,2023-10-23,2025-04-29,Standard Class,CUST-9053,Carlos Chung,Consumer,East,Technology,Accessories
CA-554050,2023-09-17,2025-04-13,Standard Class,CUST-1800,Nicholas Sanchez,Corporate,East,Technology,Machines
CA-333703,2025-03-02,2025-04-24,Standard Class,CUST-2749,Destiny Rodriguez,Corporate,South,Office Supplies,Binders
CA-121989,2023-08-14,2025-04-14,Standard Class,CUST-4810,Katherine Young,Consumer,East,Furniture,Bookcases
CA-315118,2024-02-27,2025-04-12,First Class,CUST-2940,Patricia Young,Consumer,Central,Office Supplies,Labels
CA-880296,2024-05-03,2025-04-23,Standard Class,CUST-8741,Bradley Johnson,Home Office,Central,Office Supplies,Art
CA-845111,2024-03-05,2025-04-20,Same Day,CUST-7692,David Mccall,Home Office,West,Technology,Computers
CA-641608,2024-04-19,2025-04-17,Second Class,CUST-2754,Scott Turner,Consumer,Central,Office Supplies,Storage
CA-325239,2024-02-15,2025-04-09,Standard Class,CUST-4097,Jeffrey Gutierrez DDS,Consumer,South,Technology,Phones
CA-924442,2024-05-26,2025-04-23,Second Class,CUST-3315,Daniel Hunter,Consumer,West,Furniture,Bookcases
CA-743445,2023-07-21,2025-05-07,Standard Class,CUST-8383,Jonathan Perry,Home Office,Central,Technology,Machines
CA-880656,2024-02-04,2025-04-22,First Class,CUST-2006,Shannon Rubio,Home Office,West,Technology,Accessories
CA-179450,2024-12-14,2025-04-17,Same Day,CUST-4323,Johnny Price,Home Office,West,Office Supplies,Binders
CA-655351,2023-12-22,2025-05-03,Standard Class,CUST-3418,Trevor Carr,Consumer,South,Technology,Accessories
CA-205974,2024-12-13,2025-04-16,Standard Class,CUST-1499,Ryan Mueller,Corporate,Central,Technology,Phones
CA-599891,2024-09-02,2025-04-12,First Class,CUST-8693,Benjamin Edwards,Home Office,South,Technology,Computers
CA-851766,2023-04-10,2025-04-12,Same Day,CUST-8958,Tiffany Carpenter,Home Office,East,Furniture,Furnishings
CA-864971,2023-04-22,2025-04-24,Same Day,CUST-5051,Amy Michael,Consumer,Central,Technology,Copiers
CA-231449,2024-05-12,2025-05-03,First Class,CUST-2197,Alexander Davis,Home Office,East,Furniture,Chairs
CA-323980,2024-09-24,2025-05-08,Second Class,CUST-4850,Eugene Woods,Home Office,Central,Office Supplies,Storage
CA-140079,2024-10-19,2025-04-30,Second Class,CUST-5633,Jacqueline Maxwell,Consumer,West,Office Supplies,Storage
CA-368106,2024-04-11,2025-05-08,First Class,CUST-6237,Jeremy Davis MD,Consumer,Central,Office Supplies,Storage
CA-579665,2024-12-16,2025-04-22,Second Class,CUST-8603,Rachel Holmes,Consumer,West,Office Supplies,Binders
CA-399040,2023-04-15,2025-04-18,First Class,CUST-2655,James Hickman,Consumer,South,Furniture,Tables
CA-661180,2024-02-18,2025-04-19,Standard Class,CUST-2285,Nicole Brooks,Corporate,West,Office Supplies,Binders
CA-555403,2023-07-16,2025-04-11,Second Class,CUST-3098,Bridget Ramirez,Corporate,Central,Furniture,Chairs
CA-546210,2023-05-05,2025-05-02,Same Day,CUST-7995,Leslie Powell,Home Office,West,Technology,Phones
CA-943583,2023-11-05,2025-04-30,Standard Class,CUST-2595,Albert Jones,Corporate,West,Technology,Phones
CA-462887,2023-06-27,2025-04-28,First Class,CUST-2662,Christopher Cain,Consumer,East,Furniture,Furnishings
CA-861583,2024-04-04,2025-05-02,Second Class,CUST-8213,Susan Tucker,Home Office,Central,Office Supplies,Paper
CA-430016,2023-07-25,2025-04-28,Standard Class,CUST-3742,Pamela Barber,Corporate,West,Office Supplies,Paper
CA-178896,2024-03-30,2025-05-03,Second Class,CUST-9746,Kristie Jordan,Corporate,South,Office Supplies,Art
CA-920568,2023-08-03,2025-04-17,Standard Class,CUST-9364,Andrew Malone,Corporate,South,Office Supplies,Binders
CA-255852,2024-05-01,2025-04-12,Standard Class,CUST-6132,Melissa Leach,Home Office,South,Furniture,Bookcases
CA-995448,2023-04-10,2025-04-09,Second Class,CUST-3209,William Wilson,Consumer,Central,Technology,Phones
CA-802682,2025-03-27,2025-04-27,Second Class,CUST-1484,Christopher Thompson,Home Office,South,Office Supplies,Storage
CA-470901,2023-04-13,2025-04-11,Same Day,CUST-5971,Jeffrey Anderson,Corporate,West,Office Supplies,Storage
CA-505193,2023-08-13,2025-04-27,Same Day,CUST-9703,Michael Lynn,Home Office,West,Technology,Computers
CA-410465,2024-01-30,2025-04-10,Standard Class,CUST-6947,Matthew Kirk,Corporate,East,Office Supplies,Binders
CA-399476,2024-07-10,2025-04-16,Second Class,CUST-8762,Paul Holloway,Home Office,Central,Furniture,Chairs
CA-778260,2024-02-13,2025-05-04,Standard Class,CUST-3409,David Gomez,Consumer,South,Furniture,Chairs
CA-468645,2024-04-28,2025-05-07,Second Class,CUST-5835,Marie Davila,Corporate,East,Furniture,Furnishings
CA-367451,2024-02-09,2025-04-28,Standard Class,CUST-5530,Jill Sanders,Corporate,East,Furniture,Bookcases
CA-833478,2023-08-30,2025-04-18,First Class,CUST-4806,William Hale,Consumer,Central,Office Supplies,Labels
CA-455921,2024-05-04,2025-04-18,Same Day,CUST-5220,Katherine Peters,Consumer,East,Office Supplies,Storage
CA-558924,2023-10-03,2025-05-08,Second Class,CUST-2779,Andre Campbell,Corporate,Central,Technology,Machines
CA-161847,2024-11-17,2025-04-16,Second Class,CUST-2402,Kayla Pennington,Corporate,South,Technology,Accessories
CA-968810,2023-11-27,2025-05-05,Standard Class,CUST-9546,Jay Smith,Home Office,East,Technology,Copiers
CA-555835,2023-08-10,2025-05-03,Same Day,CUST-1225,Helen Thompson,Corporate,West,Office Supplies,Art
CA-954718,2024-08-18,2025-05-02,First Class,CUST-2593,Ricky Simon,Corporate,West,Office Supplies,Storage
CA-592147,2023-08-05,2025-04-25,Same Day,CUST-4046,Julia Knight,Home Office,South,Furniture,Furnishings
CA-420145,2023-08-31,2025-04-10,Second Class,CUST-1125,Luis Boyle,Consumer,West,Technology,Phones
CA-787945,2024-10-24,2025-05-03,Standard Class,CUST-9036,Brandon Rodriguez,Home Office,West,Furniture,Furnishings
CA-156130,2024-02-18,2025-04-27,Standard Class,CUST-4839,David Cochran,Home Office,East,Office Supplies,Art
CA-274958,2023-07-03,2025-04-12,First Class,CUST-6282,Erica Thomas,Home Office,East,Office Supplies,Art
CA-506212,2024-02-01,2025-04-28,First Class,CUST-4209,Susan Farley,Corporate,East,Technology,Computers
CA-698878,2024-03-10,2025-04-17,Second Class,CUST-2347,Kayla Young,Consumer,West,Furniture,Chairs
CA-942007,2024-12-23,2025-04-12,First Class,CUST-9201,Amy Rodriguez,Home Office,East,Furniture,Chairs
CA-237191,2024-07-11,2025-05-06,First Class,CUST-8996,Gregory Gregory,Consumer,Central,Furniture,Bookcases
